img_name,leaf_weight
001.png,51.75707817077637
002.png,253.61203384399414
003.png,7.695690870285034
004.png,70.06250953674316
005.png,82.44841575622559
006.png,69.93593692779541
007.png,2.601025342941284
008.png,58.60749626159668
009.png,1.830354392528534
010.png,60.149654388427734
011.png,1.3898229151964188
012.png,35.49021100997925
013.png,15.069411516189575
014.png,38.87630081176758
015.png,20.35389471054077
016.png,65.4374532699585
017.png,59.094614028930664
018.png,40.404080390930176
019.png,67.77705383300781
020.png,252.3948097229004
021.png,45.943559646606445
022.png,8.273358464241028
023.png,3.3221057653427124
024.jpg,34.393478870391846
025.png,52.63630962371826
026.png,86.1630506515503
027.png,95.93368911743164
028.png,53.98546600341797
029.png,77.1938943862915
030.png,80.37429332733154
031.png,74.74693489074707
032.png,16.942871809005737
033.png,4.105441451072693
034.png,8.270597577095032
035.png,11.596437931060791
036.png,171.77995681762695
037.png,5.133499324321747
038.png,57.39971923828125
039.png,3.9887804985046387
040.png,44.49484825134277
041.png,77.21943473815918
042.png,99.29706954956055
043.png,2.3400175869464874
044.png,35.502995014190674
045.png,70.93418979644775
046.png,35.65949583053589
047.png,57.83784198760986
048.png,42.88066101074219
049.jpg,89.10993194580078
050.png,71.54751968383789
051.jpg,194.37121963500977
052.png,53.97095012664795
053.png,81.97202777862549
054.png,53.596543312072754
055.png,79.47107887268066
056.png,34.44198036193848
057.png,69.38448333740234
058.png,34.31737184524536
059.png,33.96383047103882
060.png,63.46136665344238
061.png,4.344165742397308
062.png,32.95575571060181
063.png,74.37343978881836
064.png,78.22272872924805
065.png,75.20834922790527
066.png,40.79428720474243
067.png,73.21723747253418
068.png,66.60583972930908
069.png,108.97167015075684
070.png,15.172603368759155
071.png,234.27699661254883
072.png,71.29319477081299
073.png,56.93967247009277
074.png,3.3744704723358154
075.png,13.786236763000488
076.jpg,124.62212371826172
077.png,1.7820545434951782
078.png,58.508524894714355
079.png,59.748573303222656
080.png,67.69701957702637
081.png,59.353766441345215
082.png,69.0988245010376
083.png,10.711829543113708
084.png,13.28455114364624
085.png,3.4889057278633118
086.png,18.66532588005066
087.png,54.91781711578369
088.png,53.830918312072754
089.png,61.435543060302734
090.png,62.71236801147461
091.png,64.22743225097656
092.png,74.47321128845215
093.png,9.863690376281738
094.png,15.608579635620117
095.png,34.116268157958984
096.png,47.178006172180176
097.jpg,49.283973693847656
098.png,59.67411804199219
099.png,73.14062976837158
100.png,5.610854744911194
101.png,250.10723876953125
102.png,1.240996316075325
103.png,54.766109466552734
104.png,70.54364204406738
105.png,1.6089215278625488
106.png,6.773245811462402
107.png,57.57931423187256
108.png,39.845070362091064
109.png,3.7605445981025696
110.png,2.211301416158676
111.jpg,32.06991672515869
112.png,1.4963907152414322
113.png,6.929327607154846
114.png,51.4468469619751
115.png,62.129122734069824
116.png,57.740973472595215
117.png,232.1880111694336
118.png,1.4825219511985779
119.png,49.560540199279785
120.png,2.9817607402801514
121.jpg,133.211332321167
122.png,18.38705015182495
123.png,41.347275733947754
124.png,46.63726997375488
125.png,36.30203199386597
126.png,57.3508996963501
127.png,43.8274507522583
128.png,62.97924327850342
129.jpg,2.2511298656463623
130.png,37.45516633987427
131.png,22.144161224365234
132.png,267.1951217651367
133.png,26.526142120361328
134.png,259.4281692504883
135.png,118.29454040527344
136.jpg,57.74116802215576
137.png,2.0635456442832947
138.png,230.64031219482422
139.png,54.53039264678955
140.png,31.32111883163452
141.png,57.38334655761719
142.png,79.42594718933105
143.png,77.07991600036621
144.png,1.2680525928735733
145.png,27.96002721786499
146.png,76.84039115905762
147.png,20.997143745422363
148.png,77.47414302825928
149.png,54.950087547302246
150.png,9.128537058830261
151.jpg,6.42028272151947
152.png,23.491071939468384
153.png,7.970499277114868
154.png,80.41469097137451
155.png,41.68781328201294
156.png,17.90838885307312
157.png,2.953925848007202
158.png,35.2150616645813
159.png,70.57141208648682
160.png,35.13664722442627
161.png,52.727227210998535
162.png,1.2758523970842361
163.png,1.2841325998306274
164.jpg,19.770113468170166
165.jpg,3.3303844332695007
166.png,11.574307680130005
167.png,5.769263386726379
168.png,5.253022193908691
169.png,14.976366758346558
170.png,38.87961292266846
171.png,34.936405181884766
172.png,55.993014335632324
173.png,7.043323040008545
174.png,11.857992172241211
175.jpg,9.9550940990448
176.png,3.4826220870018005
177.png,67.43053340911865
178.png,75.1309289932251
179.png,12.265558004379272
180.png,15.85627031326294
181.png,203.23344039916992
182.png,7.163519620895386
183.jpg,45.26010227203369
184.png,74.83023262023926
185.png,2.573837161064148
186.png,210.66416549682617
187.png,15.205381393432617
188.png,267.3318405151367
189.png,34.139976501464844
190.png,50.63401126861572
191.png,14.915460348129272
192.png,68.79483413696289
193.png,54.24069690704346
194.png,14.762200832366943
195.png,69.9944896697998
196.png,4.572791159152985
197.png,18.12167263031006
198.png,51.21996021270752
199.png,165.65165901184082
200.png,55.39246940612793
201.png,41.6405143737793
202.png,233.85962677001953
203.png,2.397949367761612
204.png,77.09159278869629
205.png,17.341130256652832
206.png,45.37965202331543
207.png,78.71659755706787
208.png,3.904861807823181
209.png,4.595151603221893
210.png,51.666903495788574
211.png,37.712820053100586
212.png,1.4877961874008179
213.png,3.388674557209015
214.png,10.516641855239868
215.png,43.61053800582886
216.png,54.550583839416504
217.png,46.02309036254883
218.png,6.435909628868103
219.png,62.31826114654541
220.png,61.57557773590088
221.png,17.805222272872925
222.png,168.13022994995117
223.png,52.20253658294678
224.png,67.42542171478271
225.png,7.713932156562805
226.png,70.120924949646
227.png,34.28342628479004
228.png,58.307475090026855
229.png,31.588736534118652
230.png,18.28684663772583
231.png,74.85487937927246
232.png,10.115252017974854
233.png,28.049386024475098
234.png,253.06932830810547
235.png,65.00084590911865
236.png,142.0489387512207
237.png,8.554721117019653
238.png,2.0388227105140686
239.jpg,2.555881053209305
240.jpg,15.242571353912354
241.png,207.39645767211914
242.jpg,18.240965127944946
243.png,34.68931436538696
244.png,2.3057063221931458
245.png,66.48048114776611
246.png,7.889124155044556
247.jpg,67.71884632110596
248.png,59.94676876068115
249.png,12.54193377494812
250.png,55.08412837982178
251.png,19.85611319541931
252.png,52.865386962890625
253.png,10.408630967140198
254.png,48.29323673248291
255.png,23.835673809051514
256.png,52.051106452941895
257.png,51.46670341491699
258.png,45.825737953186035
259.png,55.381059646606445
260.png,2.0223723351955414
261.png,59.87312030792236
262.png,67.28713607788086
263.png,58.66125965118408
264.png,45.505348205566406
265.png,44.38735055923462
266.png,15.138736963272095
267.png,46.102128982543945
268.png,2.4613117277622223
269.png,1.4161090701818466
270.png,70.99406623840332
271.png,90.53077507019043
272.png,53.65205669403076
273.png,71.99396228790283
274.png,71.84971332550049
275.png,17.651549339294434
276.jpg,10.372191905975342
277.png,208.76020431518555
278.png,4.774220108985901
279.png,1.7805626690387726
280.png,266.9316635131836
281.png,37.17700910568237
282.png,9.535551071166992
283.png,10.471962571144104
284.png,5.124022543430328
285.png,216.66846466064453
286.png,48.308467864990234
287.png,192.59515762329102
288.png,158.9887351989746
289.png,7.692089796066284
290.png,9.699642658233643
291.png,56.48570442199707
292.png,35.590946674346924
293.png,7.8302834033966064
294.png,11.113993644714355
295.png,12.80351448059082
296.png,60.399667739868164
297.png,5.862334847450256
298.png,12.605154395103455
299.png,1.5277535021305084
300.png,57.2337007522583
301.png,34.75620174407959
302.png,1.4760153889656067
303.png,69.83542823791504
304.jpg,12.979564428329468
305.png,66.72489547729492
306.png,5.358468234539032
307.png,35.17197942733765
308.png,8.130592107772827
309.jpg,37.00426244735718
310.png,57.980594635009766
311.png,263.2739143371582
312.png,39.389280796051025
313.jpg,161.7790584564209
314.png,133.0193099975586
315.png,3.0553601384162903
316.png,22.99047017097473
317.png,4.701329588890076
318.png,169.01848983764648
